priority_rank_global,priority_rank_region,region,OBJECTID,road_name,road_class,land_use,archetype,latitude,longitude,posted_limit_kmh,speed_85th_pct_kmh,safe_system_threshold_kmh,speed_excess_kmh,pct_vehicles_over_limit,final_score,final_grade,score_ci_low,score_ci_high,score_std,grade_uncertain,nilsson_fatality_reduction_pct,economic_benefit_usd_annual,economic_benefit_m_annual,impact_efficiency_index,vlm_pedestrian_infra,vlm_cyclist_infra,vlm_roadside_activity,vlm_vru_exposure,vlm_road_condition,vlm_signage_quality,yolo_pedestrian_count,yolo_moto_count,yolo_vru_ratio,primary_intervention,secondary_intervention
16.0000,16.0000,Thailand,55622,Phahonyothin Road,trunk,RURAL,High-Volume Corridor,17.9039,99.3201,81.0000,110.5000,80.0000,30.5000,70.6000,47.3700,C,42.5600,52.1800,2.4500,False,72.5000,92245082,92.2450,30748360.6700,0.5,0.5,0.5,0.5,0.5,0.5,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
17.0000,17.0000,Thailand,35754,Mittraphap Road,trunk,URBAN,Urban Speedway,14.8856,101.8104,90.0000,100.0625,60.0000,40.1000,39.6000,55.4500,C,53.1700,57.7300,1.1600,True,87.1000,110036244,110.0360,30565623.3300,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
18.0000,18.0000,Thailand,35753,Mittraphap Road,trunk,URBAN,Infrastructure Void,14.8858,101.8105,90.0000,97.5909,60.0000,37.6000,41.6000,54.5700,C,50.6300,58.5100,2.0100,True,85.7000,109678167,109.6780,30466157.5000,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
19.0000,19.0000,Thailand,35339,Nittayo Road,trunk,RURAL,High-Volume Corridor,17.3105,104.4051,80.0000,106.0000,80.0000,26.0000,52.3000,41.9800,C,38.2600,45.7000,1.9000,True,67.6000,90207353,90.2070,30069117.6700,,,,,,,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
20.0000,20.0000,Thailand,17456,Asian Highway,trunk,RURAL,High-Volume Corridor,8.3759,99.4414,90.0000,102.2778,80.0000,22.3000,52.5000,43.5300,C,38.9200,48.1400,2.3500,True,62.6000,86631480,86.6310,28877160.0000,0.5,0.5,0.5,0.5,0.5,0.5,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
21.0000,21.0000,Thailand,17488,Asian Highway,trunk,RURAL,High-Volume Corridor,7.8681,99.9443,90.0000,105.2308,80.0000,25.2000,44.5000,43.4100,C,38.9600,47.8600,2.2700,True,66.6000,86120173,86.1200,28706724.3300,0.5,0.5,0.5,0.5,0.5,0.5,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
22.0000,22.0000,Thailand,36273,Phetkasem Road,trunk,RURAL,High-Volume Corridor,7.3509,100.1374,90.0000,100.7857,80.0000,20.8000,57.4000,43.5500,C,39.2700,47.8300,2.1800,True,60.3000,84933214,84.9330,28311071.3300,0.5,0.5,0.5,0.5,0.5,0.5,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
23.0000,23.0000,Thailand,40997, ,secondary,RURAL,Rural Risk Corridor,18.1181,99.9045,86.0000,97.2000,60.0000,37.2000,42.1000,52.3500,C,47.4000,57.3000,2.5300,False,85.5000,55718158,55.7180,27859079.0000,,,,,,,,,,"Roadside safety treatment: barriers, clear zones, hazard removal",Collision warning systems + periodic safety rest areas
24.0000,24.0000,Thailand,51324, ,secondary,RURAL,High-Volume Corridor,13.0748,101.6265,71.0000,80.7500,60.0000,20.8000,41.9000,40.9400,C,36.8800,45.0000,2.0700,True,69.5000,53967496,53.9670,26983748.0000,,,,,,,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
25.0000,25.0000,Thailand,35416,Kanchanaphisek Road Outer Service Road,secondary,URBAN,Infrastructure Void,13.7869,100.4084,80.0000,67.1875,40.0000,27.2000,2.5000,47.0900,C,42.7600,51.4200,2.2100,False,87.4000,64146748,64.1470,26727811.6700,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
26.0000,26.0000,Thailand,17485,Asian Highway,trunk,RURAL,High-Volume Corridor,7.8683,99.9444,90.0000,102.0000,80.0000,22.0000,52.5000,43.0900,C,38.2800,47.9000,2.4500,True,62.2000,79304282,79.3040,26434760.6700,0.5,0.5,0.5,0.5,0.5,0.5,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
27.0000,27.0000,Thailand,13563, ,trunk,RURAL,High-Volume Corridor,12.0440,102.7381,90.0000,107.7500,80.0000,27.8000,52.8000,45.7500,C,41.2400,50.2600,2.3000,True,69.6000,77217357,77.2170,25739119.0000,,,,,,,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
28.0000,28.0000,Thailand,54876, ,secondary,RURAL,Rural Risk Corridor,16.0313,104.3268,86.0000,78.3333,60.0000,18.3000,16.9000,40.0300,C,33.3000,46.7600,3.4400,True,65.6000,50559289,50.5590,25279644.5000,,,,,,,,,,"Roadside safety treatment: barriers, clear zones, hazard removal",Collision warning systems + periodic safety rest areas
29.0000,1.0000,Maharashtra,3926,,trunk,RURAL,High-Volume Corridor,18.2480,75.9288,80.0000,102.0000,80.0000,22.0000,57.5000,45.7300,C,41.3400,50.1200,2.2400,True,62.2000,71267386,71.2670,23755795.3300,,,,,,,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
30.0000,29.0000,Thailand,35078,Debaratna Road,trunk,URBAN,Infrastructure Void,13.5930,100.8222,80.0000,85.1200,60.0000,25.1000,25.8000,44.0900,C,40.6900,47.4900,1.7300,True,75.3000,85363299,85.3630,23712027.5000,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
31.0000,2.0000,Maharashtra,3936,,trunk,RURAL,High-Volume Corridor,18.2480,75.9286,80.0000,101.0000,80.0000,21.0000,60.0000,45.6300,C,40.8600,50.4000,2.4300,True,60.6000,70494910,70.4950,23498303.3300,,,,,,,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
32.0000,30.0000,Thailand,55875,Rama II Road,secondary,URBAN,Infrastructure Void,13.6208,100.3808,80.0000,68.7778,40.0000,28.8000,3.3000,47.8800,C,42.7100,53.0500,2.6400,False,88.6000,56385524,56.3860,23493968.3300,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
33.0000,31.0000,Thailand,33640,Rama II Road,trunk,URBAN,Infrastructure Void,13.5794,100.2993,80.0000,90.1818,60.0000,30.2000,27.9000,46.6300,C,42.3100,50.9500,2.2000,False,80.4000,83169736,83.1700,23102704.4400,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
34.0000,32.0000,Thailand,37443, ,secondary,RURAL,Rural Risk Corridor,9.8236,98.7828,86.0000,80.1667,60.0000,20.2000,11.2000,40.2600,C,35.6600,44.8600,2.3500,True,68.6000,45580406,45.5800,22790203.0000,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Roadside safety treatment: barriers, clear zones, hazard removal",Collision warning systems + periodic safety rest areas
35.0000,33.0000,Thailand,16304,Phahon Yothin Road,trunk,URBAN,Infrastructure Void,14.1322,100.6495,80.0000,90.6154,60.0000,30.6000,33.4000,47.6900,C,45.6800,49.7000,1.0200,False,80.8000,80128993,80.1290,22258053.6100,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
36.0000,34.0000,Thailand,36857,Debaratna Road,secondary,URBAN,Infrastructure Void,13.5732,100.8833,80.0000,73.0000,40.0000,33.0000,5.6000,50.0000,C,47.5000,52.5000,1.2700,False,91.0000,53379197,53.3790,22241332.0800,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
37.0000,35.0000,Thailand,36346,Ratchaphruek Road,primary,URBAN,Urban Speedway,13.8278,100.4528,80.0000,92.2500,50.0000,42.2000,45.8000,57.2000,C,52.9200,61.4800,2.1800,True,91.4000,65792611,65.7930,21930870.3300,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
38.0000,36.0000,Thailand,52990, ,secondary,RURAL,Rural Risk Corridor,17.5809,102.6408,87.0000,93.8750,60.0000,33.9000,28.5000,49.5900,C,46.1400,53.0400,1.7600,False,83.3000,43150949,43.1510,21575474.5000,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Roadside safety treatment: barriers, clear zones, hazard removal",Collision warning systems + periodic safety rest areas
39.0000,37.0000,Thailand,36284,Chiang Mai-Phrao Road,secondary,RURAL,Rural Risk Corridor,19.1638,99.1416,90.0000,88.7000,60.0000,28.7000,14.5000,45.4800,C,42.1800,48.7800,1.6800,True,79.1000,42992756,42.9930,21496378.0000,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Roadside safety treatment: barriers, clear zones, hazard removal",Collision warning systems + periodic safety rest areas
40.0000,38.0000,Thailand,34944,Phahon Yothin Road,secondary,URBAN,Urban Speedway,14.4131,100.8886,80.0000,84.5000,40.0000,44.5000,46.2000,60.5500,D,56.0200,65.0800,2.3100,True,95.0000,51378443,51.3780,21407684.5800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
41.0000,39.0000,Thailand,36345,Ratchaphruek Road,primary,URBAN,Infrastructure Void,13.8279,100.4529,80.0000,85.2083,50.0000,35.2000,39.6000,53.1600,C,49.5300,56.7900,1.8500,False,88.1000,64044717,64.0450,21348239.0000,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
42.0000,40.0000,Thailand,35850,Kanchanaphisek Road Inner Service Road,secondary,URBAN,Infrastructure Void,13.8209,100.4097,80.0000,70.0833,40.0000,30.1000,8.8000,49.1800,C,43.5600,54.8000,2.8700,False,89.4000,49715224,49.7150,20714676.6700,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
43.0000,41.0000,Thailand,53556, ,secondary,RURAL,Rural Risk Corridor,15.1994,103.0293,87.0000,94.2500,60.0000,34.2000,31.8000,50.5700,C,44.3100,56.8300,3.1900,False,83.6000,41301687,41.3020,20650843.5000,,,,,,,,,,"Roadside safety treatment: barriers, clear zones, hazard removal",Collision warning systems + periodic safety rest areas
44.0000,42.0000,Thailand,30696, ,primary,RURAL,High-Volume Corridor,15.8275,104.4000,90.0000,106.9167,80.0000,26.9000,54.6000,45.3300,C,39.1000,51.5600,3.1800,True,68.7000,51435383,51.4350,20574153.2000,,,,,,,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
45.0000,43.0000,Thailand,35073,Debaratna Road,trunk,URBAN,Infrastructure Void,13.5933,100.8221,80.0000,78.1750,60.0000,18.2000,20.3000,40.1200,C,34.1700,46.0700,3.0400,True,65.3000,73732281,73.7320,20481189.1700,,,,,,,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
46.0000,44.0000,Thailand,33864,Si Khio-Det Udom Road,trunk,RURAL,High-Volume Corridor,14.6183,103.6123,90.0000,118.5000,80.0000,38.5000,67.8000,52.5700,C,47.3500,57.7900,2.6600,False,79.2000,61249734,61.2500,20416578.0000,0.5,0.5,0.5,0.5,0.5,0.5,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
47.0000,45.0000,Thailand,34943,Phahon Yothin Road,secondary,URBAN,Infrastructure Void,14.0730,100.6175,80.0000,63.5714,40.0000,23.6000,0.0000,45.1600,C,40.3900,49.9300,2.4300,True,84.3000,48283356,48.2830,20118065.0000,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
48.0000,46.0000,Thailand,36502,Vajiravudh Damnoen Road,trunk,RURAL,High-Volume Corridor,18.1589,99.6079,90.0000,108.3750,80.0000,28.4000,67.9000,48.7300,C,43.6000,53.8600,2.6200,False,70.3000,60118093,60.1180,20039364.3300,0.5,0.5,0.5,0.5,0.5,0.5,,,,Peak-hour variable speed limits + congestion-responsive enforcement,Grade-separated pedestrian crossings at highest-volume points
49.0000,47.0000,Thailand,16303,Phahon Yothin Road,trunk,URBAN,Infrastructure Void,14.1350,100.6501,80.0000,83.9167,60.0000,23.9000,27.0000,43.5900,C,39.7100,47.4700,1.9800,True,73.9000,71822230,71.8220,19950619.4400,0.5,0.5,0.5,0.5,0.5,0.5,,,,"Physical separation: pedestrian bridges, crash barriers, protected crossings","Interim: kerb extensions, raised crossings, road diet"
50.0000,48.0000,Thailand,53082, ,secondary,RURAL,Rural Risk Corridor,16.2687,102.6053,86.0000,84.6000,60.0000,24.6000,13.3000,42.6800,C,39.5500,45.8100,1.6000,True,74.7000,39687832,39.6880,19843916.0000,,,,,,,,,,"Roadside safety treatment: barriers, clear zones, hazard removal",Collision warning systems + periodic safety rest areas
